WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-006337,PRJ-003,PRJ-003-ITEM-006337,Engage Out-Of-The-Box Portals Package,Mechanical,Inspection,2026-03-24,2026-06-08,93.9,ea,Medium,STS-004
WIT-006338,PRJ-004,PRJ-004-ITEM-006338,Deliver B2B Networks Package,Electrical,Milestone,2026-02-23,2026-04-22,37.55,lot,High,STS-004
WIT-006339,PRJ-005,PRJ-005-ITEM-006339,Orchestrate Vertical Solutions Package,Interior,Package,2025-10-01,2025-12-28,296.01,hr,Critical,STS-004
WIT-006340,PRJ-001,PRJ-001-ITEM-006340,Morph Value-Added Partnerships Package,Exterior,Task,2026-05-06,2026-06-07,125.89,m2,Low,STS-001
WIT-006341,PRJ-002,PRJ-002-ITEM-006341,Architect World-Class Action-Items Package,Safety,Inspection,2026-02-28,2026-04-24,403.89,m3,Medium,STS-003
WIT-006342,PRJ-003,PRJ-003-ITEM-006342,Deploy Transparent Web-Readiness Package,Structure,Milestone,2025-11-17,2026-01-14,466.56,ea,High,STS-003
WIT-006343,PRJ-004,PRJ-004-ITEM-006343,Harness Enterprise Networks Package,Mechanical,Package,2026-04-09,2026-05-04,442.4,lot,Critical,STS-004
WIT-006344,PRJ-005,PRJ-005-ITEM-006344,Expedite Dot-Com Technologies Package,Electrical,Task,2026-05-20,2026-07-10,153.27,hr,Low,STS-007
WIT-006345,PRJ-001,PRJ-001-ITEM-006345,Matrix Real-Time Interfaces Package,Interior,Inspection,2026-04-16,2026-06-01,69.61,m2,Medium,STS-004
WIT-006346,PRJ-002,PRJ-002-ITEM-006346,Grow B2B Markets Package,Exterior,Milestone,2026-03-27,2026-07-07,314.14,m3,High,STS-004
WIT-006347,PRJ-003,PRJ-003-ITEM-006347,Streamline Global Niches Package,Safety,Package,2025-09-08,2025-12-27,16.86,ea,Critical,STS-005
WIT-006348,PRJ-004,PRJ-004-ITEM-006348,Exploit Global Users Package,Structure,Task,2025-10-24,2026-01-30,43.81,lot,Low,STS-006
WIT-006349,PRJ-005,PRJ-005-ITEM-006349,Scale B2C Channels Package,Mechanical,Inspection,2025-04-15,2025-06-17,287.3,hr,Medium,STS-007
WIT-006350,PRJ-001,PRJ-001-ITEM-006350,Enhance Customized Metrics Package,Electrical,Milestone,2026-05-13,2026-05-29,42.34,m2,High,STS-004
WIT-006351,PRJ-002,PRJ-002-ITEM-006351,Implement B2C Interfaces Package,Interior,Package,2026-01-31,2026-04-04,408.11,m3,Critical,STS-003
WIT-006352,PRJ-003,PRJ-003-ITEM-006352,Integrate Cross-Media Mindshare Package,Exterior,Task,2025-09-25,2025-10-12,271.2,ea,Low,STS-004
WIT-006353,PRJ-004,PRJ-004-ITEM-006353,Synthesize Back-End Vortals Package,Safety,Inspection,2025-11-14,2025-12-19,319.88,lot,Medium,STS-003
WIT-006354,PRJ-005,PRJ-005-ITEM-006354,Target Bleeding-Edge Convergence Package,Structure,Milestone,2025-05-19,2025-07-20,247.41,hr,High,STS-005
WIT-006355,PRJ-001,PRJ-001-ITEM-006355,Aggregate Transparent Content Package,Mechanical,Package,2026-05-07,2026-08-30,458.74,m2,Critical,STS-004
WIT-006356,PRJ-002,PRJ-002-ITEM-006356,Re-Contextualize Magnetic Convergence Package,Electrical,Task,2025-12-12,2026-03-22,428.86,m3,Low,STS-004
WIT-006357,PRJ-003,PRJ-003-ITEM-006357,Utilize Value-Added Technologies Package,Interior,Inspection,2026-01-25,2026-03-11,118.68,ea,Medium,STS-003
WIT-006358,PRJ-004,PRJ-004-ITEM-006358,Leverage Mission-Critical Schemas Package,Exterior,Milestone,2025-11-20,2025-12-22,45.22,lot,High,STS-005
WIT-006359,PRJ-005,PRJ-005-ITEM-006359,Engage Open-Source Platforms Package,Safety,Package,2025-05-22,2025-08-16,493.04,hr,Critical,STS-005
WIT-006360,PRJ-001,PRJ-001-ITEM-006360,Embrace Next-Generation Partnerships Package,Structure,Task,2026-04-03,2026-07-17,221.66,m2,Low,STS-004
WIT-006361,PRJ-002,PRJ-002-ITEM-006361,Generate World-Class Convergence Package,Mechanical,Inspection,2025-12-18,2026-04-11,262.44,m3,Medium,STS-003
WIT-006362,PRJ-003,PRJ-003-ITEM-006362,Utilize Front-End Web Services Package,Electrical,Milestone,2026-03-09,2026-03-17,138.24,ea,High,STS-003
WIT-006363,PRJ-004,PRJ-004-ITEM-006363,Embrace Robust Markets Package,Interior,Package,2026-03-21,2026-06-02,337.56,lot,Critical,STS-006
WIT-006364,PRJ-005,PRJ-005-ITEM-006364,Expedite Virtual E-Services Package,Exterior,Task,2026-01-29,2026-05-17,263.01,hr,Low,STS-005
WIT-006365,PRJ-001,PRJ-001-ITEM-006365,Morph Cutting-Edge E-Markets Package,Safety,Inspection,2025-09-23,2025-12-17,74.72,m2,Medium,STS-006
WIT-006366,PRJ-002,PRJ-002-ITEM-006366,Streamline Strategic Channels Package,Structure,Milestone,2025-10-20,2026-02-12,58.41,m3,High,STS-006
WIT-006367,PRJ-003,PRJ-003-ITEM-006367,Incentivize B2B Bandwidth Package,Mechanical,Package,2026-03-08,2026-06-26,314.96,ea,Critical,STS-004
WIT-006368,PRJ-004,PRJ-004-ITEM-006368,Utilize E-Business Roi Package,Electrical,Task,2025-11-20,2025-11-28,73.9,lot,Low,STS-004
WIT-006369,PRJ-005,PRJ-005-ITEM-006369,Productize End-To-End Networks Package,Interior,Inspection,2025-07-08,2025-07-24,11.25,hr,Medium,STS-007
WIT-006370,PRJ-001,PRJ-001-ITEM-006370,Brand Innovative Convergence Package,Exterior,Milestone,2026-05-03,2026-07-28,320.15,m2,High,STS-004
WIT-006371,PRJ-002,PRJ-002-ITEM-006371,Enable Proactive Experiences Package,Safety,Package,2025-11-14,2025-12-30,261.25,m3,Critical,STS-003
WIT-006372,PRJ-003,PRJ-003-ITEM-006372,Incubate Out-Of-The-Box Synergies Package,Structure,Task,2025-11-12,2026-01-11,337.83,ea,Low,STS-004
WIT-006373,PRJ-004,PRJ-004-ITEM-006373,Extend Cutting-Edge E-Commerce Package,Mechanical,Inspection,2026-04-29,2026-07-20,70.95,lot,Medium,STS-004
WIT-006374,PRJ-005,PRJ-005-ITEM-006374,Enhance Back-End Content Package,Electrical,Milestone,2025-10-13,2025-12-18,313.05,hr,High,STS-004
WIT-006375,PRJ-001,PRJ-001-ITEM-006375,Drive Revolutionary Content Package,Interior,Package,2026-01-28,2026-02-08,326.96,m2,Critical,STS-006
WIT-006376,PRJ-002,PRJ-002-ITEM-006376,Productize B2B Systems Package,Exterior,Task,2025-12-19,2026-04-17,123.64,m3,Low,STS-004
WIT-006377,PRJ-003,PRJ-003-ITEM-006377,Enhance Seamless Architectures Package,Safety,Inspection,2026-01-11,2026-03-21,405.57,ea,Medium,STS-003
WIT-006378,PRJ-004,PRJ-004-ITEM-006378,Transform E-Business Supply-Chains Package,Structure,Milestone,2025-10-27,2025-12-07,316.52,lot,High,STS-004
WIT-006379,PRJ-005,PRJ-005-ITEM-006379,Implement Bricks-And-Clicks Models Package,Mechanical,Package,2025-08-05,2025-08-18,61.09,hr,Critical,STS-002
WIT-006380,PRJ-001,PRJ-001-ITEM-006380,Architect Extensible Models Package,Electrical,Task,2026-05-03,2026-05-10,209.45,m2,Low,STS-004
WIT-006381,PRJ-002,PRJ-002-ITEM-006381,Morph Web-Enabled Convergence Package,Interior,Inspection,2025-12-07,2026-02-25,359.33,m3,Medium,STS-005
WIT-006382,PRJ-003,PRJ-003-ITEM-006382,Deploy Strategic Models Package,Exterior,Milestone,2026-03-06,2026-06-04,277.99,ea,High,STS-001
WIT-006383,PRJ-004,PRJ-004-ITEM-006383,Incubate Frictionless Communities Package,Safety,Package,2026-03-26,2026-04-06,73.29,lot,Critical,STS-005
WIT-006384,PRJ-005,PRJ-005-ITEM-006384,Engineer Mission-Critical Methodologies Package,Structure,Task,2025-10-07,2025-10-30,60.86,hr,Low,STS-004
WIT-006385,PRJ-001,PRJ-001-ITEM-006385,Transition Ubiquitous Web Services Package,Mechanical,Inspection,2025-10-21,2026-01-12,37.72,m2,Medium,STS-006
WIT-006386,PRJ-002,PRJ-002-ITEM-006386,Strategize Customized Synergies Package,Electrical,Milestone,2025-12-21,2026-01-21,32.7,m3,High,STS-005
WIT-006387,PRJ-003,PRJ-003-ITEM-006387,Strategize Next-Generation Architectures Package,Interior,Package,2026-02-15,2026-05-13,113.04,ea,Critical,STS-001
WIT-006388,PRJ-004,PRJ-004-ITEM-006388,Re-Contextualize Wireless Eyeballs Package,Exterior,Task,2026-03-03,2026-05-06,405.03,lot,Low,STS-004
WIT-006389,PRJ-005,PRJ-005-ITEM-006389,Empower Intuitive E-Business Package,Safety,Inspection,2025-05-14,2025-08-21,427.21,hr,Medium,STS-003
WIT-006390,PRJ-001,PRJ-001-ITEM-006390,Matrix Transparent Users Package,Structure,Milestone,2026-02-20,2026-02-26,264.5,m2,High,STS-005
WIT-006391,PRJ-002,PRJ-002-ITEM-006391,Deliver Real-Time E-Business Package,Mechanical,Package,2026-03-31,2026-05-12,386.9,m3,Critical,STS-004
WIT-006392,PRJ-003,PRJ-003-ITEM-006392,Syndicate Plug-And-Play Infrastructures Package,Electrical,Task,2025-11-23,2026-03-22,362.47,ea,Low,STS-007
WIT-006393,PRJ-004,PRJ-004-ITEM-006393,Benchmark Leading-Edge Functionalities Package,Interior,Inspection,2025-12-18,2026-01-07,49.65,lot,Medium,STS-003
WIT-006394,PRJ-005,PRJ-005-ITEM-006394,Disintermediate Value-Added Paradigms Package,Exterior,Milestone,2025-07-14,2025-07-31,319.02,hr,High,STS-001
WIT-006395,PRJ-001,PRJ-001-ITEM-006395,Re-Contextualize Sticky Mindshare Package,Safety,Package,2026-02-09,2026-05-30,247.16,m2,Critical,STS-005
WIT-006396,PRJ-002,PRJ-002-ITEM-006396,Deliver Compelling Content Package,Structure,Task,2026-02-05,2026-03-06,91.5,m3,Low,STS-004
WIT-006397,PRJ-003,PRJ-003-ITEM-006397,Enable Web-Enabled Vortals Package,Mechanical,Inspection,2025-09-27,2025-11-26,173.61,ea,Medium,STS-003
WIT-006398,PRJ-004,PRJ-004-ITEM-006398,Exploit Best-Of-Breed Content Package,Electrical,Milestone,2026-01-31,2026-04-24,270.93,lot,High,STS-003
WIT-006399,PRJ-005,PRJ-005-ITEM-006399,Monetize Next-Generation Architectures Package,Interior,Package,2025-03-16,2025-06-12,265.12,hr,Critical,STS-004
WIT-006400,PRJ-001,PRJ-001-ITEM-006400,Orchestrate One-To-One Eyeballs Package,Exterior,Task,2026-04-02,2026-07-02,345.49,m2,Low,STS-004
WIT-006401,PRJ-002,PRJ-002-ITEM-006401,Facilitate User-Centric Portals Package,Safety,Inspection,2025-11-13,2025-12-10,196.62,m3,Medium,STS-003
WIT-006402,PRJ-003,PRJ-003-ITEM-006402,Extend Synergistic Communities Package,Structure,Milestone,2026-03-24,2026-07-02,471.95,ea,High,STS-003
WIT-006403,PRJ-004,PRJ-004-ITEM-006403,Morph Virtual Web-Readiness Package,Mechanical,Package,2026-03-05,2026-03-31,253.89,lot,Critical,STS-005
WIT-006404,PRJ-005,PRJ-005-ITEM-006404,Repurpose Efficient Technologies Package,Electrical,Task,2025-12-10,2026-01-01,490.7,hr,Low,STS-004
WIT-006405,PRJ-001,PRJ-001-ITEM-006405,Transition E-Business Initiatives Package,Interior,Inspection,2026-05-09,2026-07-13,183.84,m2,Medium,STS-004
WIT-006406,PRJ-002,PRJ-002-ITEM-006406,Repurpose Rich Solutions Package,Exterior,Milestone,2025-11-19,2026-02-06,347.77,m3,High,STS-005
WIT-006407,PRJ-003,PRJ-003-ITEM-006407,Engage Strategic Deliverables Package,Safety,Package,2026-03-02,2026-06-23,316.91,ea,Critical,STS-004
WIT-006408,PRJ-004,PRJ-004-ITEM-006408,Target Interactive Synergies Package,Structure,Task,2025-12-13,2026-02-05,26.83,lot,Low,STS-003
WIT-006409,PRJ-005,PRJ-005-ITEM-006409,Enhance Extensible E-Services Package,Mechanical,Inspection,2026-01-02,2026-02-02,219.45,hr,Medium,STS-003
WIT-006410,PRJ-001,PRJ-001-ITEM-006410,Innovate Front-End Mindshare Package,Electrical,Milestone,2026-01-11,2026-02-01,36.43,m2,High,STS-001
WIT-006411,PRJ-002,PRJ-002-ITEM-006411,Exploit Virtual Partnerships Package,Interior,Package,2026-04-24,2026-04-30,298.07,m3,Critical,STS-004
WIT-006412,PRJ-003,PRJ-003-ITEM-006412,Mesh Efficient Applications Package,Exterior,Task,2026-02-23,2026-06-14,84.81,ea,Low,STS-006
WIT-006413,PRJ-004,PRJ-004-ITEM-006413,Incubate Vertical Interfaces Package,Safety,Inspection,2026-03-30,2026-06-26,366.52,lot,Medium,STS-004
WIT-006414,PRJ-005,PRJ-005-ITEM-006414,Morph Vertical Convergence Package,Structure,Milestone,2025-12-14,2026-02-01,371.84,hr,High,STS-005
WIT-006415,PRJ-001,PRJ-001-ITEM-006415,Transition Mission-Critical Paradigms Package,Mechanical,Package,2025-10-10,2026-02-01,392.57,m2,Critical,STS-003
WIT-006416,PRJ-002,PRJ-002-ITEM-006416,Evolve Granular Relationships Package,Electrical,Task,2025-12-20,2026-01-11,113.14,m3,Low,STS-004
WIT-006417,PRJ-003,PRJ-003-ITEM-006417,Aggregate Efficient Infrastructures Package,Interior,Inspection,2025-11-30,2026-02-23,181.08,ea,Medium,STS-004
WIT-006418,PRJ-004,PRJ-004-ITEM-006418,Incentivize Proactive Initiatives Package,Exterior,Milestone,2025-12-29,2026-02-03,330.94,lot,High,STS-006
WIT-006419,PRJ-005,PRJ-005-ITEM-006419,Streamline Extensible E-Business Package,Safety,Package,2025-12-11,2026-04-04,394.72,hr,Critical,STS-004
WIT-006420,PRJ-001,PRJ-001-ITEM-006420,Brand Clicks-And-Mortar Action-Items Package,Structure,Task,2026-03-26,2026-06-25,116.49,m2,Low,STS-005
WIT-006421,PRJ-002,PRJ-002-ITEM-006421,Orchestrate Mission-Critical Experiences Package,Mechanical,Inspection,2026-04-21,2026-08-15,161.52,m3,Medium,STS-004
WIT-006422,PRJ-003,PRJ-003-ITEM-006422,Synergize Scalable Markets Package,Electrical,Milestone,2026-02-14,2026-03-29,13.15,ea,High,STS-005
WIT-006423,PRJ-004,PRJ-004-ITEM-006423,Leverage Leading-Edge Solutions Package,Interior,Package,2026-01-04,2026-03-24,286.04,lot,Critical,STS-004
WIT-006424,PRJ-005,PRJ-005-ITEM-006424,Expedite Customized Schemas Package,Exterior,Task,2025-04-25,2025-07-16,305.61,hr,Low,STS-003
WIT-006425,PRJ-001,PRJ-001-ITEM-006425,Re-Intermediate Scalable Infrastructures Package,Safety,Inspection,2026-04-19,2026-07-25,148.4,m2,Medium,STS-005
WIT-006426,PRJ-002,PRJ-002-ITEM-006426,Exploit Efficient Paradigms Package,Structure,Milestone,2025-11-14,2026-02-22,73.87,m3,High,STS-001
WIT-006427,PRJ-003,PRJ-003-ITEM-006427,Architect Seamless Info-Mediaries Package,Mechanical,Package,2025-08-07,2025-11-03,447.49,ea,Critical,STS-006
WIT-006428,PRJ-004,PRJ-004-ITEM-006428,Incentivize Sticky Models Package,Electrical,Task,2025-12-02,2026-03-31,431.88,lot,Low,STS-004
WIT-006429,PRJ-005,PRJ-005-ITEM-006429,Benchmark Plug-And-Play Experiences Package,Interior,Inspection,2025-04-20,2025-05-06,249.41,hr,Medium,STS-003
WIT-006430,PRJ-001,PRJ-001-ITEM-006430,Deploy Revolutionary Platforms Package,Exterior,Milestone,2026-04-05,2026-06-07,250.83,m2,High,STS-005
WIT-006431,PRJ-002,PRJ-002-ITEM-006431,Matrix B2C Convergence Package,Safety,Package,2026-03-10,2026-05-03,100.9,m3,Critical,STS-005
WIT-006432,PRJ-003,PRJ-003-ITEM-006432,Unleash Scalable Mindshare Package,Structure,Task,2026-04-24,2026-05-05,425.01,ea,Low,STS-004
WIT-006433,PRJ-004,PRJ-004-ITEM-006433,Transform Front-End Functionalities Package,Mechanical,Inspection,2026-01-26,2026-03-24,400.68,lot,Medium,STS-005
WIT-006434,PRJ-005,PRJ-005-ITEM-006434,Transition Open-Source Relationships Package,Electrical,Milestone,2026-01-31,2026-03-11,337.04,hr,High,STS-004
WIT-006435,PRJ-001,PRJ-001-ITEM-006435,Whiteboard 24/7 Partnerships Package,Interior,Package,2025-09-05,2025-09-28,428.56,m2,Critical,STS-005
WIT-006436,PRJ-002,PRJ-002-ITEM-006436,Grow Cross-Platform E-Services Package,Exterior,Task,2025-12-30,2026-02-23,213.39,m3,Low,STS-003
WIT-006437,PRJ-003,PRJ-003-ITEM-006437,Mesh Frictionless Initiatives Package,Safety,Inspection,2025-12-11,2026-03-20,25.0,ea,Medium,STS-005
WIT-006438,PRJ-004,PRJ-004-ITEM-006438,Syndicate Frictionless Schemas Package,Structure,Milestone,2025-10-26,2026-01-20,198.55,lot,High,STS-003
WIT-006439,PRJ-005,PRJ-005-ITEM-006439,Innovate Visionary Deliverables Package,Mechanical,Package,2026-03-20,2026-07-10,181.13,hr,Critical,STS-006
WIT-006440,PRJ-001,PRJ-001-ITEM-006440,Syndicate Global Bandwidth Package,Electrical,Task,2025-09-03,2025-10-19,132.72,m2,Low,STS-005
WIT-006441,PRJ-002,PRJ-002-ITEM-006441,Unleash Bleeding-Edge Bandwidth Package,Interior,Inspection,2025-11-01,2026-02-01,417.54,m3,Medium,STS-003
WIT-006442,PRJ-003,PRJ-003-ITEM-006442,Deploy Sticky E-Commerce Package,Exterior,Milestone,2025-09-14,2025-11-18,370.61,ea,High,STS-004
WIT-006443,PRJ-004,PRJ-004-ITEM-006443,Engage One-To-One E-Business Package,Safety,Package,2025-10-28,2025-11-10,482.93,lot,Critical,STS-002
WIT-006444,PRJ-005,PRJ-005-ITEM-006444,E-Enable B2C Channels Package,Structure,Task,2026-02-03,2026-05-28,461.98,hr,Low,STS-004
WIT-006445,PRJ-001,PRJ-001-ITEM-006445,Innovate Integrated Portals Package,Mechanical,Inspection,2025-11-19,2026-03-18,435.51,m2,Medium,STS-004
WIT-006446,PRJ-002,PRJ-002-ITEM-006446,Synthesize 24/7 Users Package,Electrical,Milestone,2026-04-15,2026-06-21,483.36,m3,High,STS-003
WIT-006447,PRJ-003,PRJ-003-ITEM-006447,Synthesize Cross-Platform E-Services Package,Interior,Package,2025-10-17,2025-11-23,464.02,ea,Critical,STS-004
WIT-006448,PRJ-004,PRJ-004-ITEM-006448,Grow Next-Generation Schemas Package,Exterior,Task,2025-11-02,2026-01-09,201.64,lot,Low,STS-004
WIT-006449,PRJ-005,PRJ-005-ITEM-006449,Productize Clicks-And-Mortar Roi Package,Safety,Inspection,2025-04-26,2025-07-01,55.52,hr,Medium,STS-006
WIT-006450,PRJ-001,PRJ-001-ITEM-006450,Engage Value-Added Methodologies Package,Structure,Milestone,2025-12-22,2026-01-14,350.57,m2,High,STS-004
WIT-006451,PRJ-002,PRJ-002-ITEM-006451,Disintermediate Synergistic Bandwidth Package,Mechanical,Package,2026-05-12,2026-07-23,202.59,m3,Critical,STS-004
WIT-006452,PRJ-003,PRJ-003-ITEM-006452,Integrate Value-Added Communities Package,Electrical,Task,2026-02-12,2026-03-02,287.08,ea,Low,STS-007
WIT-006453,PRJ-004,PRJ-004-ITEM-006453,Repurpose Distributed Solutions Package,Interior,Inspection,2026-01-25,2026-03-17,14.86,lot,Medium,STS-006
WIT-006454,PRJ-005,PRJ-005-ITEM-006454,Architect Impactful Roi Package,Exterior,Milestone,2025-05-18,2025-09-07,145.66,hr,High,STS-007
WIT-006455,PRJ-001,PRJ-001-ITEM-006455,Transition 24/7 Interfaces Package,Safety,Package,2025-11-04,2026-02-27,71.3,m2,Critical,STS-004
WIT-006456,PRJ-002,PRJ-002-ITEM-006456,Integrate Integrated Metrics Package,Structure,Task,2026-05-26,2026-09-12,428.59,m3,Low,STS-004
WIT-006457,PRJ-003,PRJ-003-ITEM-006457,Engineer Enterprise Schemas Package,Mechanical,Inspection,2026-04-18,2026-04-23,431.74,ea,Medium,STS-005
WIT-006458,PRJ-004,PRJ-004-ITEM-006458,Iterate Ubiquitous Portals Package,Electrical,Milestone,2026-03-03,2026-05-04,76.97,lot,High,STS-005
WIT-006459,PRJ-005,PRJ-005-ITEM-006459,Repurpose Collaborative Web-Readiness Package,Interior,Package,2025-12-09,2025-12-24,224.5,hr,Critical,STS-004
WIT-006460,PRJ-001,PRJ-001-ITEM-006460,Exploit Visionary Methodologies Package,Exterior,Task,2026-01-31,2026-02-10,368.17,m2,Low,STS-003
WIT-006461,PRJ-002,PRJ-002-ITEM-006461,Optimize User-Centric E-Business Package,Safety,Inspection,2026-02-26,2026-03-24,29.96,m3,Medium,STS-004
WIT-006462,PRJ-003,PRJ-003-ITEM-006462,Embrace Interactive Networks Package,Structure,Milestone,2026-04-27,2026-08-13,192.01,ea,High,STS-006
WIT-006463,PRJ-004,PRJ-004-ITEM-006463,Scale B2B Infrastructures Package,Mechanical,Package,2026-03-08,2026-05-15,233.01,lot,Critical,STS-004
WIT-006464,PRJ-005,PRJ-005-ITEM-006464,Streamline One-To-One E-Markets Package,Electrical,Task,2025-10-10,2025-11-12,77.43,hr,Low,STS-005
WIT-006465,PRJ-001,PRJ-001-ITEM-006465,Transition B2B Architectures Package,Interior,Inspection,2025-12-26,2026-02-17,110.92,m2,Medium,STS-004
WIT-006466,PRJ-002,PRJ-002-ITEM-006466,Implement Compelling Synergies Package,Exterior,Milestone,2025-11-08,2025-12-23,58.53,m3,High,STS-005
WIT-006467,PRJ-003,PRJ-003-ITEM-006467,Aggregate Bricks-And-Clicks Paradigms Package,Safety,Package,2025-10-25,2025-11-06,488.97,ea,Critical,STS-003
WIT-006468,PRJ-004,PRJ-004-ITEM-006468,Revolutionize Back-End Communities Package,Structure,Task,2026-05-08,2026-05-13,154.21,lot,Low,STS-004
WIT-006469,PRJ-005,PRJ-005-ITEM-006469,Iterate Killer Initiatives Package,Mechanical,Inspection,2025-09-10,2025-10-17,64.43,hr,Medium,STS-004
WIT-006470,PRJ-001,PRJ-001-ITEM-006470,Incubate Magnetic Networks Package,Electrical,Milestone,2026-04-30,2026-06-22,462.15,m2,High,STS-005
WIT-006471,PRJ-002,PRJ-002-ITEM-006471,Envisioneer Distributed Mindshare Package,Interior,Package,2025-12-03,2026-03-04,395.09,m3,Critical,STS-005
WIT-006472,PRJ-003,PRJ-003-ITEM-006472,Enhance Proactive Synergies Package,Exterior,Task,2025-08-27,2025-10-20,406.8,ea,Low,STS-005
WIT-006473,PRJ-004,PRJ-004-ITEM-006473,Redefine Sticky E-Commerce Package,Safety,Inspection,2026-02-12,2026-04-28,202.71,lot,Medium,STS-002
WIT-006474,PRJ-005,PRJ-005-ITEM-006474,Exploit Intuitive Synergies Package,Structure,Milestone,2026-05-15,2026-05-28,399.46,hr,High,STS-005
WIT-006475,PRJ-001,PRJ-001-ITEM-006475,Iterate Bleeding-Edge Paradigms Package,Mechanical,Package,2026-01-02,2026-04-15,1.86,m2,Critical,STS-004
WIT-006476,PRJ-002,PRJ-002-ITEM-006476,Transform Out-Of-The-Box Partnerships Package,Electrical,Task,2025-12-07,2026-02-24,133.04,m3,Low,STS-002
WIT-006477,PRJ-003,PRJ-003-ITEM-006477,Syndicate Bricks-And-Clicks Schemas Package,Interior,Inspection,2025-12-26,2026-02-25,44.03,ea,Medium,STS-004
WIT-006478,PRJ-004,PRJ-004-ITEM-006478,Scale Distributed Interfaces Package,Exterior,Milestone,2026-03-17,2026-05-30,4.97,lot,High,STS-003
WIT-006479,PRJ-005,PRJ-005-ITEM-006479,Enhance Open-Source E-Services Package,Safety,Package,2025-08-12,2025-11-22,365.35,hr,Critical,STS-006
WIT-006480,PRJ-001,PRJ-001-ITEM-006480,Engage E-Business Infrastructures Package,Structure,Task,2025-12-31,2026-04-12,241.53,m2,Low,STS-004
WIT-006481,PRJ-002,PRJ-002-ITEM-006481,Harness Vertical Initiatives Package,Mechanical,Inspection,2025-10-12,2026-02-07,186.25,m3,Medium,STS-004
WIT-006482,PRJ-003,PRJ-003-ITEM-006482,Empower Rich E-Markets Package,Electrical,Milestone,2026-05-24,2026-07-03,402.54,ea,High,STS-001
WIT-006483,PRJ-004,PRJ-004-ITEM-006483,Revolutionize B2C Models Package,Interior,Package,2026-01-26,2026-04-10,120.89,lot,Critical,STS-004
WIT-006484,PRJ-005,PRJ-005-ITEM-006484,Transition Cutting-Edge Initiatives Package,Exterior,Task,2026-03-02,2026-04-07,303.98,hr,Low,STS-007
WIT-006485,PRJ-001,PRJ-001-ITEM-006485,Syndicate Interactive Schemas Package,Safety,Inspection,2026-01-04,2026-02-06,470.0,m2,Medium,STS-005
WIT-006486,PRJ-002,PRJ-002-ITEM-006486,Harness One-To-One Channels Package,Structure,Milestone,2026-02-18,2026-05-14,189.0,m3,High,STS-004
WIT-006487,PRJ-003,PRJ-003-ITEM-006487,Revolutionize Intuitive Systems Package,Mechanical,Package,2026-03-02,2026-04-10,496.67,ea,Critical,STS-005
WIT-006488,PRJ-004,PRJ-004-ITEM-006488,Facilitate Mission-Critical Channels Package,Electrical,Task,2026-04-27,2026-06-16,39.41,lot,Low,STS-003
WIT-006489,PRJ-005,PRJ-005-ITEM-006489,Benchmark Out-Of-The-Box Networks Package,Interior,Inspection,2025-08-03,2025-08-28,295.29,hr,Medium,STS-005
WIT-006490,PRJ-001,PRJ-001-ITEM-006490,Deliver Mission-Critical Supply-Chains Package,Exterior,Milestone,2026-03-14,2026-05-31,91.04,m2,High,STS-004
WIT-006491,PRJ-002,PRJ-002-ITEM-006491,Morph B2C Architectures Package,Safety,Package,2026-02-28,2026-03-07,311.48,m3,Critical,STS-003
WIT-006492,PRJ-003,PRJ-003-ITEM-006492,Integrate Plug-And-Play Communities Package,Structure,Task,2026-04-07,2026-05-13,255.7,ea,Low,STS-002
WIT-006493,PRJ-004,PRJ-004-ITEM-006493,Drive Integrated Web-Readiness Package,Mechanical,Inspection,2026-01-14,2026-04-04,192.49,lot,Medium,STS-004
WIT-006494,PRJ-005,PRJ-005-ITEM-006494,Envisioneer Distributed E-Commerce Package,Electrical,Milestone,2025-06-02,2025-06-21,322.05,hr,High,STS-007
WIT-006495,PRJ-001,PRJ-001-ITEM-006495,Revolutionize Efficient E-Commerce Package,Interior,Package,2026-01-23,2026-04-04,401.94,m2,Critical,STS-005
WIT-006496,PRJ-002,PRJ-002-ITEM-006496,Target B2B Paradigms Package,Exterior,Task,2026-04-08,2026-04-17,332.74,m3,Low,STS-005
WIT-006497,PRJ-003,PRJ-003-ITEM-006497,Optimize Visionary Platforms Package,Safety,Inspection,2025-12-19,2026-03-25,447.22,ea,Medium,STS-003
WIT-006498,PRJ-004,PRJ-004-ITEM-006498,Target Best-Of-Breed Markets Package,Structure,Milestone,2025-10-28,2025-12-19,67.49,lot,High,STS-005
WIT-006499,PRJ-005,PRJ-005-ITEM-006499,Target 24/7 Relationships Package,Mechanical,Package,2026-02-26,2026-06-07,478.38,hr,Critical,STS-003
WIT-006500,PRJ-001,PRJ-001-ITEM-006500,Exploit Back-End Experiences Package,Electrical,Task,2026-01-29,2026-05-19,161.14,m2,Low,STS-005
WIT-006501,PRJ-002,PRJ-002-ITEM-006501,Incubate Bleeding-Edge Info-Mediaries Package,Interior,Inspection,2026-04-15,2026-07-31,11.07,m3,Medium,STS-004
WIT-006502,PRJ-003,PRJ-003-ITEM-006502,Drive Leading-Edge E-Tailers Package,Exterior,Milestone,2026-04-17,2026-08-03,219.77,ea,High,STS-004
WIT-006503,PRJ-004,PRJ-004-ITEM-006503,Synthesize Turn-Key Content Package,Safety,Package,2025-11-24,2026-02-06,375.03,lot,Critical,STS-004
